,Structure File,Kd(nM),Receptor,Ligand ID,rec_ligscaff,Reference
5071,http://www.bindingdb.org/data/surflex/3M3X_JS7/3M3X-results_50329772.mol2,200.0,3M3X,50329772,3M3X_JS7,0
5139,http://www.bindingdb.org/data/surflex/2HNX_PLM/2HNX-results_50152850.mol2,83000.0,2HNX,50152850,2HNX_PLM,1
5140,http://www.bindingdb.org/data/surflex/2HNX_PLM/2HNX-results_50240485.mol2,80000.0,2HNX,50240485,2HNX_PLM,0
5199,http://www.bindingdb.org/data/surflex/4AC4_HKA/4AC4-results_50225216.mol2,0.3,4AC4,50225216,4AC4_HKA,0
5201,http://www.bindingdb.org/data/surflex/4AC4_HKA/4AC4-results_50225219.mol2,88.0,4AC4,50225219,4AC4_HKA,0
5203,http://www.bindingdb.org/data/surflex/4AC4_HKA/4AC4-results_50225224.mol2,14.0,4AC4,50225224,4AC4_HKA,0
5205,http://www.bindingdb.org/data/surflex/4AC4_HKA/4AC4-results_50225226.mol2,0.2,4AC4,50225226,4AC4_HKA,0
5206,http://www.bindingdb.org/data/surflex/4AC4_HKA/4AC4-results_50225228.mol2,27.0,4AC4,50225228,4AC4_HKA,1
5514,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329761.mol2,170.0,3M5E,50329761,3M5E_JDR,0
5515,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329762.mol2,420.0,3M5E,50329762,3M5E_JDR,0
5519,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329767.mol2,100.0,3M5E,50329767,3M5E_JDR,0
5520,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329768.mol2,16.0,3M5E,50329768,3M5E_JDR,0
5521,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329769.mol2,100000.0,3M5E,50329769,3M5E_JDR,0
5523,http://www.bindingdb.org/data/surflex/3M5E_JDR/3M5E-results_50329772.mol2,200.0,3M5E,50329772,3M5E_JDR,0
5632,http://www.bindingdb.org/data/surflex/3ELC_F01/3ELC-results_31909.mol2,20500000.0,3ELC,31909,3ELC_F01,0
5633,http://www.bindingdb.org/data/surflex/3ELC_F01/3ELC-results_31910.mol2,900000.0,3ELC,31910,3ELC_F01,0
5634,http://www.bindingdb.org/data/surflex/3ELC_F01/3ELC-results_31913.mol2,18910000.0,3ELC,31913,3ELC_F01,0
5635,http://www.bindingdb.org/data/surflex/3ELC_F01/3ELC-results_31914.mol2,2020000.0,3ELC,31914,3ELC_F01,1
5651,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_11932.mol2,0.2,1BNU,11932,1BNU_AL3,1
5652,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_11933.mol2,0.16,1BNU,11933,1BNU_AL3,0
5653,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_11934.mol2,0.32,1BNU,11934,1BNU_AL3,0
5654,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_11935.mol2,0.1,1BNU,11935,1BNU_AL3,0
5655,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_11936.mol2,0.1,1BNU,11936,1BNU_AL3,0
5656,http://www.bindingdb.org/data/surflex/1BNU_AL3/1BNU-results_11937.mol2,2.0,1BNU,11937,1BNU_AL3,0
5740,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12013.mol2,6.0,1I9M,12013,1I9M_INW,0
5741,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12014.mol2,2.0,1I9M,12014,1I9M_INW,0
5742,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12015.mol2,3.0,1I9M,12015,1I9M_INW,0
5743,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12016.mol2,2.0,1I9M,12016,1I9M_INW,0
5744,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12017.mol2,3.0,1I9M,12017,1I9M_INW,1
5745,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12018.mol2,2.0,1I9M,12018,1I9M_INW,0
5746,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12019.mol2,4.0,1I9M,12019,1I9M_INW,0
5747,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12020.mol2,4.0,1I9M,12020,1I9M_INW,0
5748,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12021.mol2,4.0,1I9M,12021,1I9M_INW,0
5749,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12022.mol2,4.0,1I9M,12022,1I9M_INW,0
5750,http://www.bindingdb.org/data/surflex/1I9M_INW/1I9M-results_12023.mol2,2.0,1I9M,12023,1I9M_INW,0
6162,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329761.mol2,170.0,3MHM,50329761,3MHM_J75,0
6164,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329766.mol2,170.0,3MHM,50329766,3MHM_J75,0
6165,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329767.mol2,100.0,3MHM,50329767,3MHM_J75,1
6166,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329768.mol2,16.0,3MHM,50329768,3MHM_J75,0
6169,http://www.bindingdb.org/data/surflex/3MHM_J75/3MHM-results_50329772.mol2,200.0,3MHM,50329772,3MHM_J75,0
6196,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329761.mol2,170.0,3MHO,50329761,3MHO_J43,0
6197,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329762.mol2,420.0,3MHO,50329762,3MHO_J43,0
6201,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329766.mol2,170.0,3MHO,50329766,3MHO_J43,0
6202,http://www.bindingdb.org/data/surflex/3MHO_J43/3MHO-results_50329769.mol2,100000.0,3MHO,50329769,3MHO_J43,0
6272,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078431.mol2,0.15,2VC2,50078431,2VC2_180,0
6273,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078432.mol2,22.0,2VC2,50078432,2VC2_180,0
6274,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078433.mol2,0.15,2VC2,50078433,2VC2_180,0
6275,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078436.mol2,1.0,2VC2,50078436,2VC2_180,0
6276,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078437.mol2,0.07,2VC2,50078437,2VC2_180,0
6277,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078438.mol2,0.09,2VC2,50078438,2VC2_180,0
6278,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078439.mol2,52.0,2VC2,50078439,2VC2_180,0
6280,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078441.mol2,0.08,2VC2,50078441,2VC2_180,0
6282,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078443.mol2,6.0,2VC2,50078443,2VC2_180,1
6283,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078444.mol2,0.03,2VC2,50078444,2VC2_180,0
6285,http://www.bindingdb.org/data/surflex/2VC2_180/2VC2-results_50078447.mol2,17.0,2VC2,50078447,2VC2_180,0
6354,http://www.bindingdb.org/data/surflex/2I4P_DRH/2I4P-results_28762.mol2,685.0,2I4P,28762,2I4P_DRH,1
6355,http://www.bindingdb.org/data/surflex/2I4P_DRH/2I4P-results_28763.mol2,1978.0,2I4P,28763,2I4P_DRH,0
6495,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12013.mol2,6.0,1I9N,12013,1I9N_IOA,0
6496,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12014.mol2,2.0,1I9N,12014,1I9N_IOA,0
6497,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12015.mol2,3.0,1I9N,12015,1I9N_IOA,0
6498,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12016.mol2,2.0,1I9N,12016,1I9N_IOA,0
6499,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12017.mol2,3.0,1I9N,12017,1I9N_IOA,0
6500,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12018.mol2,2.0,1I9N,12018,1I9N_IOA,0
6501,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12019.mol2,4.0,1I9N,12019,1I9N_IOA,0
6502,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12020.mol2,4.0,1I9N,12020,1I9N_IOA,0
6503,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12021.mol2,4.0,1I9N,12021,1I9N_IOA,0
6504,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12022.mol2,4.0,1I9N,12022,1I9N_IOA,0
6505,http://www.bindingdb.org/data/surflex/1I9N_IOA/1I9N-results_12023.mol2,2.0,1I9N,12023,1I9N_IOA,1
6510,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316302.mol2,10.0,1L8B,50316302,1L8B_MGP,1
6511,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316303.mol2,45.0,1L8B,50316303,1L8B_MGP,0
6514,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316307.mol2,1990.0,1L8B,50316307,1L8B_MGP,0
6516,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316316.mol2,9050.0,1L8B,50316316,1L8B_MGP,0
6517,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316318.mol2,15800.0,1L8B,50316318,1L8B_MGP,0
6518,http://www.bindingdb.org/data/surflex/1L8B_MGP/1L8B-results_50316320.mol2,69100.0,1L8B,50316320,1L8B_MGP,0
6576,http://www.bindingdb.org/data/surflex/1G6T_S3P/1G6T-results_50280240.mol2,15.0,1G6T,50280240,1G6T_S3P,0
6579,http://www.bindingdb.org/data/surflex/1G6T_S3P/1G6T-results_50281341.mol2,1000.0,1G6T,50281341,1G6T_S3P,0
6581,http://www.bindingdb.org/data/surflex/1G6T_S3P/1G6T-results_50281988.mol2,7000.0,1G6T,50281988,1G6T_S3P,1
6582,http://www.bindingdb.org/data/surflex/1G6T_S3P/1G6T-results_50281990.mol2,1000.0,1G6T,50281990,1G6T_S3P,0
6701,http://www.bindingdb.org/data/surflex/2G1M_4HG/2G1M-results_50193145.mol2,80.0,2G1M,50193145,2G1M_4HG,1
6704,http://www.bindingdb.org/data/surflex/2G1M_4HG/2G1M-results_50303764.mol2,35000.0,2G1M,50303764,2G1M_4HG,0
6789,http://www.bindingdb.org/data/surflex/1BN4_AL9/1BN4-results_11929.mol2,0.46,1BN4,11929,1BN4_AL9,0
6790,http://www.bindingdb.org/data/surflex/1BN4_AL9/1BN4-results_11930.mol2,0.49,1BN4,11930,1BN4_AL9,1
6791,http://www.bindingdb.org/data/surflex/1BN4_AL9/1BN4-results_11931.mol2,0.83,1BN4,11931,1BN4_AL9,0
6910,http://www.bindingdb.org/data/surflex/1BN3_AL6/1BN3-results_11935.mol2,0.1,1BN3,11935,1BN3_AL6,0
6911,http://www.bindingdb.org/data/surflex/1BN3_AL6/1BN3-results_11938.mol2,0.13,1BN3,11938,1BN3_AL6,1
6986,http://www.bindingdb.org/data/surflex/1CBR_REA/1CBR-results_50031459.mol2,200.0,1CBR,50031459,1CBR_REA,1
6987,http://www.bindingdb.org/data/surflex/1CBR_REA/1CBR-results_50031460.mol2,0.3,1CBR,50031460,1CBR_REA,0
6988,http://www.bindingdb.org/data/surflex/1CBR_REA/1CBR-results_50035477.mol2,1.0,1CBR,50035477,1CBR_REA,0
6989,http://www.bindingdb.org/data/surflex/1CBR_REA/1CBR-results_50053093.mol2,3.0,1CBR,50053093,1CBR_REA,0
6990,http://www.bindingdb.org/data/surflex/1CBR_REA/1CBR-results_50053094.mol2,1.0,1CBR,50053094,1CBR_REA,0
7144,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12013.mol2,6.0,1G45,12013,1G45_FSB,0
7145,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12015.mol2,3.0,1G45,12015,1G45_FSB,0
7146,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12016.mol2,2.0,1G45,12016,1G45_FSB,0
7147,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12019.mol2,4.0,1G45,12019,1G45_FSB,0
7148,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12020.mol2,4.0,1G45,12020,1G45_FSB,0
7149,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12021.mol2,4.0,1G45,12021,1G45_FSB,1
7150,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12022.mol2,4.0,1G45,12022,1G45_FSB,0
7151,http://www.bindingdb.org/data/surflex/1G45_FSB/1G45-results_12023.mol2,2.0,1G45,12023,1G45_FSB,0
7243,http://www.bindingdb.org/data/surflex/2HBT_UN9/2HBT-results_50193145.mol2,80.0,2HBT,50193145,2HBT_UN9,0
7246,http://www.bindingdb.org/data/surflex/2HBT_UN9/2HBT-results_50303764.mol2,35000.0,2HBT,50303764,2HBT_UN9,1
7247,http://www.bindingdb.org/data/surflex/1CTR_TFP/1CTR-results_50001886.mol2,1000.0,1CTR,50001886,1CTR_TFP,1
7248,http://www.bindingdb.org/data/surflex/1CTR_TFP/1CTR-results_50001888.mol2,1240.0,1CTR,50001888,1CTR_TFP,0
7310,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12013.mol2,6.0,1G4J,12013,1G4J_FFB,0
7311,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12014.mol2,2.0,1G4J,12014,1G4J_FFB,0
7312,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12015.mol2,3.0,1G4J,12015,1G4J_FFB,0
7313,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12016.mol2,2.0,1G4J,12016,1G4J_FFB,0
7314,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12018.mol2,2.0,1G4J,12018,1G4J_FFB,0
7315,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12019.mol2,4.0,1G4J,12019,1G4J_FFB,0
7316,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12021.mol2,4.0,1G4J,12021,1G4J_FFB,0
7317,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12022.mol2,4.0,1G4J,12022,1G4J_FFB,0
7318,http://www.bindingdb.org/data/surflex/1G4J_FFB/1G4J-results_12023.mol2,2.0,1G4J,12023,1G4J_FFB,1
7614,http://www.bindingdb.org/data/surflex/1BCD_FMS/1BCD-results_50044318.mol2,125893.0,1BCD,50044318,1BCD_FMS,0
7630,http://www.bindingdb.org/data/surflex/2C5V_CK4/2C5V-results_8043.mol2,151.0,2C5V,8043,2C5V_CK4,1
7631,http://www.bindingdb.org/data/surflex/2C5V_CK4/2C5V-results_8046.mol2,121.0,2C5V,8046,2C5V_CK4,0
7635,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12013.mol2,6.0,1I9P,12013,1I9P_IOE,0
7636,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12014.mol2,2.0,1I9P,12014,1I9P_IOE,0
7637,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12015.mol2,3.0,1I9P,12015,1I9P_IOE,0
7638,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12016.mol2,2.0,1I9P,12016,1I9P_IOE,0
7639,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12017.mol2,3.0,1I9P,12017,1I9P_IOE,0
7640,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12019.mol2,4.0,1I9P,12019,1I9P_IOE,0
7641,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12021.mol2,4.0,1I9P,12021,1I9P_IOE,1
7642,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12022.mol2,4.0,1I9P,12022,1I9P_IOE,0
7643,http://www.bindingdb.org/data/surflex/1I9P_IOE/1I9P-results_12023.mol2,2.0,1I9P,12023,1I9P_IOE,0
7832,http://www.bindingdb.org/data/surflex/3RGF_BAX/3RGF-results_16673.mol2,310.0,3RGF,16673,3RGF_BAX,1
7833,http://www.bindingdb.org/data/surflex/3RGF_BAX/3RGF-results_31085.mol2,1.0,3RGF,31085,3RGF_BAX,0
7848,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11932.mol2,0.2,1BNN,11932,1BNN_AL1,0
7849,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11933.mol2,0.16,1BNN,11933,1BNN_AL1,0
7850,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11934.mol2,0.32,1BNN,11934,1BNN_AL1,0
7851,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11935.mol2,0.1,1BNN,11935,1BNN_AL1,1
7852,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11936.mol2,0.1,1BNN,11936,1BNN_AL1,0
7853,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11937.mol2,2.0,1BNN,11937,1BNN_AL1,0
7854,http://www.bindingdb.org/data/surflex/1BNN_AL1/1BNN-results_11938.mol2,0.13,1BNN,11938,1BNN_AL1,0
8172,http://www.bindingdb.org/data/surflex/1PXL_CK4/1PXL-results_8043.mol2,151.0,1PXL,8043,1PXL_CK4,1
8173,http://www.bindingdb.org/data/surflex/1PXL_CK4/1PXL-results_8046.mol2,121.0,1PXL,8046,1PXL_CK4,0
8380,http://www.bindingdb.org/data/surflex/1TFT_997/1TFT-results_13166.mol2,12.0,1TFT,13166,1TFT_997,0
8381,http://www.bindingdb.org/data/surflex/1TFT_997/1TFT-results_13167.mol2,706.0,1TFT,13167,1TFT_997,0
8382,http://www.bindingdb.org/data/surflex/1TFT_997/1TFT-results_13174.mol2,5.0,1TFT,13174,1TFT_997,0
8383,http://www.bindingdb.org/data/surflex/1TFT_997/1TFT-results_13176.mol2,6.0,1TFT,13176,1TFT_997,0
8384,http://www.bindingdb.org/data/surflex/1TFT_997/1TFT-results_13177.mol2,1000.0,1TFT,13177,1TFT_997,0
8385,http://www.bindingdb.org/data/surflex/1TFT_997/1TFT-results_13178.mol2,1000.0,1TFT,13178,1TFT_997,1
8568,http://www.bindingdb.org/data/surflex/1BNQ_AL4/1BNQ-results_11932.mol2,0.2,1BNQ,11932,1BNQ_AL4,0
8569,http://www.bindingdb.org/data/surflex/1BNQ_AL4/1BNQ-results_11934.mol2,0.32,1BNQ,11934,1BNQ_AL4,1
8570,http://www.bindingdb.org/data/surflex/1BNQ_AL4/1BNQ-results_11935.mol2,0.1,1BNQ,11935,1BNQ_AL4,0
8571,http://www.bindingdb.org/data/surflex/1BNQ_AL4/1BNQ-results_11936.mol2,0.1,1BNQ,11936,1BNQ_AL4,0
8572,http://www.bindingdb.org/data/surflex/1BNQ_AL4/1BNQ-results_11937.mol2,2.0,1BNQ,11937,1BNQ_AL4,0
8657,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_11932.mol2,0.2,1BNV,11932,1BNV_AL7,0
8658,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_11933.mol2,0.16,1BNV,11933,1BNV_AL7,0
8659,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_11934.mol2,0.32,1BNV,11934,1BNV_AL7,0
8660,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_11935.mol2,0.1,1BNV,11935,1BNV_AL7,1
8661,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_11936.mol2,0.1,1BNV,11936,1BNV_AL7,0
8662,http://www.bindingdb.org/data/surflex/1BNV_AL7/1BNV-results_11937.mol2,2.0,1BNV,11937,1BNV_AL7,0
8784,http://www.bindingdb.org/data/surflex/4AC2_43F/4AC2-results_8726.mol2,144000.0,4AC2,8726,4AC2_43F,0
8785,http://www.bindingdb.org/data/surflex/4AC2_43F/4AC2-results_50225216.mol2,0.3,4AC2,50225216,4AC2_43F,0
8787,http://www.bindingdb.org/data/surflex/4AC2_43F/4AC2-results_50225219.mol2,88.0,4AC2,50225219,4AC2_43F,0
8788,http://www.bindingdb.org/data/surflex/4AC2_43F/4AC2-results_50225224.mol2,14.0,4AC2,50225224,4AC2_43F,1
8815,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329761.mol2,170.0,3MHL,50329761,3MHL_J71,0
8817,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329766.mol2,170.0,3MHL,50329766,3MHL_J71,0
8818,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329767.mol2,100.0,3MHL,50329767,3MHL_J71,0
8819,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329768.mol2,16.0,3MHL,50329768,3MHL_J71,0
8822,http://www.bindingdb.org/data/surflex/3MHL_J71/3MHL-results_50329772.mol2,200.0,3MHL,50329772,3MHL_J71,0
9131,http://www.bindingdb.org/data/surflex/3IMY_B72/3IMY-results_50105667.mol2,3600.0,3IMY,50105667,3IMY_B72,0
9132,http://www.bindingdb.org/data/surflex/3IMY_B72/3IMY-results_50105669.mol2,90.0,3IMY,50105669,3IMY_B72,1
9133,http://www.bindingdb.org/data/surflex/3IMY_B72/3IMY-results_50130596.mol2,0.36,3IMY,50130596,3IMY_B72,0
0,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380139.mol2,180.0,3S9T,50380139,3S9T_E49,0
1,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380140.mol2,140.0,3S9T,50380140,3S9T_E49,0
2,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380141.mol2,123.5,3S9T,50380141,3S9T_E49,0
3,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380143.mol2,42.5,3S9T,50380143,3S9T_E49,0
4,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380146.mol2,75.0,3S9T,50380146,3S9T_E49,0
5,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380151.mol2,150.0,3S9T,50380151,3S9T_E49,0
6,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380152.mol2,143.0,3S9T,50380152,3S9T_E49,0
7,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380153.mol2,220.0,3S9T,50380153,3S9T_E49,1
8,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380155.mol2,73.0,3S9T,50380155,3S9T_E49,0
9,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380158.mol2,165.0,3S9T,50380158,3S9T_E49,0
10,http://www.bindingdb.org/data/surflex/3S9T_E49/3S9T-results_50380159.mol2,43.5,3S9T,50380159,3S9T_E49,0
13,http://www.bindingdb.org/data/surflex/3P8H_P8H/3P8H-results_50341828.mol2,7500.0,3P8H,50341828,3P8H_P8H,1
17,http://www.bindingdb.org/data/surflex/1BNM_AL8/1BNM-results_10885.mol2,0.11,1BNM,10885,1BNM_AL8,0
19,http://www.bindingdb.org/data/surflex/3G3E_G3E/3G3E-results_31156.mol2,5.0,3G3E,31156,3G3E_G3E,0
20,http://www.bindingdb.org/data/surflex/1EOU_SMS/1EOU-results_10887.mol2,152.0,1EOU,10887,1EOU_SMS,0
21,http://www.bindingdb.org/data/surflex/2AAY_SKM/2AAY-results_50280242.mol2,7500.0,2AAY,50280242,2AAY_SKM,0
22,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380140.mol2,140.0,3SBI,50380140,3SBI_E90,0
23,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380142.mol2,35.0,3SBI,50380142,3SBI_E90,0
24,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380143.mol2,42.5,3SBI,50380143,3SBI_E90,0
25,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380145.mol2,72.0,3SBI,50380145,3SBI_E90,0
26,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380147.mol2,43.0,3SBI,50380147,3SBI_E90,0
27,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380148.mol2,8.0,3SBI,50380148,3SBI_E90,1
28,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380149.mol2,20.0,3SBI,50380149,3SBI_E90,0
29,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380150.mol2,25.0,3SBI,50380150,3SBI_E90,0
30,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380151.mol2,150.0,3SBI,50380151,3SBI_E90,0
31,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380152.mol2,143.0,3SBI,50380152,3SBI_E90,0
32,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380153.mol2,220.0,3SBI,50380153,3SBI_E90,0
33,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380154.mol2,24.0,3SBI,50380154,3SBI_E90,0
34,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380156.mol2,59.0,3SBI,50380156,3SBI_E90,0
35,http://www.bindingdb.org/data/surflex/3SBI_E90/3SBI-results_50380157.mol2,67.0,3SBI,50380157,3SBI_E90,0
36,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50329834.mol2,910.0,3M67,50329834,3M67_E36,1
37,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380138.mol2,41.5,3M67,50380138,3M67_E36,0
38,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380139.mol2,180.0,3M67,50380139,3M67_E36,0
39,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380140.mol2,140.0,3M67,50380140,3M67_E36,0
40,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380141.mol2,123.5,3M67,50380141,3M67_E36,0
41,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380146.mol2,75.0,3M67,50380146,3M67_E36,0
42,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380151.mol2,150.0,3M67,50380151,3M67_E36,0
43,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380152.mol2,143.0,3M67,50380152,3M67_E36,0
44,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380153.mol2,220.0,3M67,50380153,3M67_E36,0
45,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380155.mol2,73.0,3M67,50380155,3M67_E36,0
46,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380158.mol2,165.0,3M67,50380158,3M67_E36,0
47,http://www.bindingdb.org/data/surflex/3M67_E36/3M67-results_50380159.mol2,43.5,3M67,50380159,3M67_E36,0
48,http://www.bindingdb.org/data/surflex/3M40_J45/3M40-results_50329759.mol2,130.0,3M40,50329759,3M40_J45,1
49,http://www.bindingdb.org/data/surflex/3M40_J45/3M40-results_50329760.mol2,145.0,3M40,50329760,3M40_J45,0
50,http://www.bindingdb.org/data/surflex/3M40_J45/3M40-results_50329763.mol2,245.0,3M40,50329763,3M40_J45,0
52,http://www.bindingdb.org/data/surflex/2WEJ_FB2/2WEJ-results_10859.mol2,4.0,2WEJ,10859,2WEJ_FB2,0
